0,0
0.01,0.000001
0.02,0.000008
0.03,0.000027
0.04,0.000064
0.05,0.000125
0.06,0.000216
0.07,0.000343
0.08,0.000512
0.09,0.000729
0.1,0.001
0.11,0.001331
0.12,0.001728
0.13,0.002197
0.14,0.002744
0.15,0.003375
0.16,0.004096
0.17,0.004913
0.18,0.005832
0.19,0.006859
0.2,0.008
0.21,0.009261
0.22,0.010648
0.23,0.012167
0.24,0.013824
0.25,0.015625
0.26,0.017576
0.27,0.019683
0.28,0.021952
0.29,0.024389
0.3,0.027
0.31,0.029791
0.32,0.032768
0.33,0.035937
0.34,0.039304
0.35,0.042875
0.36,0.046656
0.37,0.050653
0.38,0.054872
0.39,0.059319
0.4,0.064
0.41,0.068921
0.42,0.074088
0.43,0.079507
0.44,0.085184
0.45,0.091125
0.46,0.097336
0.47,0.103823
0.48,0.110592
0.49,0.117649
0.5,0.125
0.51,0.132651
0.52,0.140608
0.53,0.148877
0.54,0.157464
0.55,0.166375
0.56,0.175616
0.57,0.185193
0.58,0.195112
0.59,0.205379
0.6,0.216
0.61,0.226981
0.62,0.238328
0.63,0.250047
0.64,0.262144
0.65,0.274625
0.66,0.287496
0.67,0.300763
0.68,0.314432
0.69,0.328509
0.7,0.343
0.71,0.357911
0.72,0.373248
0.73,0.389017
0.74,0.405224
0.75,0.421875
0.76,0.438976
0.77,0.456533
0.78,0.474552
0.79,0.493039
0.8,0.512
0.81,0.531441
0.82,0.551368
0.83,0.571787
0.84,0.592704
0.85,0.614125
0.86,0.636056
0.87,0.658503
0.88,0.681472
0.89,0.704969
0.9,0.729
0.91,0.753571
0.92,0.778688
0.93,0.804357
0.94,0.830584
0.95,0.857375
0.96,0.884736
0.97,0.912673
0.98,0.941192
0.99,0.970299
1,1
1.01,1.030301
1.02,1.061208
1.03,1.092727
1.04,1.124864
1.05,1.157625
1.06,1.191016
1.07,1.225043
1.08,1.259712
1.09,1.295029
1.1,1.331
1.11,1.367631
1.12,1.404928
1.13,1.442897
1.14,1.481544
1.15,1.520875
1.16,1.560896
1.17,1.601613
1.18,1.643032
1.19,1.685159
1.2,1.728
1.21,1.771561
1.22,1.815848
1.23,1.860867
1.24,1.906624
1.25,1.953125
1.26,2.000376
1.27,2.048383
1.28,2.097152
1.29,2.146689
1.3,2.197
1.31,2.248091
1.32,2.299968
1.33,2.352637
1.34,2.406104
1.35,2.460375
1.36,2.515456
1.37,2.571353
1.38,2.628072
1.39,2.685619
1.4,2.744
1.41,2.803221
1.42,2.863288
1.43,2.924207
1.44,2.985984
1.45,3.048625
1.46,3.112136
1.47,3.176523
1.48,3.241792
1.49,3.307949
1.5,3.375
1.51,3.442951
1.52,3.511808
1.53,3.581577
1.54,3.652264
1.55,3.723875
1.56,3.796416
1.57,3.869893
1.58,3.944312
1.59,4.019679
1.6,4.096
1.61,4.173281
1.62,4.251528
1.63,4.330747
1.64,4.410944
1.65,4.492125
1.66,4.574296
1.67,4.657463
1.68,4.741632
1.69,4.826809
1.7,4.913
1.71,5.000211
1.72,5.088448
1.73,5.177717
1.74,5.268024
1.75,5.359375
1.76,5.451776
1.77,5.545233
1.78,5.639752
1.79,5.735339
1.8,5.832
1.81,5.929741
1.82,6.028568
1.83,6.128487
1.84,6.229504
1.85,6.331625
1.86,6.434856
1.87,6.539203
1.88,6.644672
1.89,6.751269
1.9,6.859
1.91,6.967871
1.92,7.077888
1.93,7.189057
1.94,7.301384
1.95,7.414875
1.96,7.529536
1.97,7.645373
1.98,7.762392
1.99,7.880599
2,8
2.01,8.120601
2.02,8.242408
2.03,8.365427
2.04,8.489664
2.05,8.615125
2.06,8.741816
2.07,8.869743
2.08,8.998912
2.09,9.129329
2.1,9.261
2.11,9.393931
2.12,9.528128
2.13,9.663597
2.14,9.800344
2.15,9.938375
2.16,10.077696
2.17,10.218313
2.18,10.360232
2.19,10.503459
2.2,10.648
2.21,10.793861
2.22,10.941048
2.23,11.089567
2.24,11.239424
2.25,11.390625
2.26,11.543176
2.27,11.697083
2.28,11.852352
2.29,12.008989
2.3,12.167
2.31,12.326391
2.32,12.487168
2.33,12.649337
2.34,12.812904
2.35,12.977875
2.36,13.144256
2.37,13.312053
2.38,13.481272
2.39,13.651919
2.4,13.824
2.41,13.997521
2.42,14.172488
2.43,14.348907
2.44,14.526784
2.45,14.706125
2.46,14.886936
2.47,15.069223
2.48,15.252992
2.49,15.438249
2.5,15.625
2.51,15.813251
2.52,16.003008
2.53,16.194277
2.54,16.387064
2.55,16.581375
2.56,16.777216
2.57,16.974593
2.58,17.173512
2.59,17.373979
2.6,17.576
2.61,17.779581
2.62,17.984728
2.63,18.191447
2.64,18.399744
2.65,18.609625
2.66,18.821096
2.67,19.034163
2.68,19.248832
2.69,19.465109
2.7,19.683
2.71,19.902511
2.72,20.123648
2.73,20.346417
2.74,20.570824
2.75,20.796875
2.76,21.024576
2.77,21.253933
2.78,21.484952
2.79,21.717639
2.8,21.952
2.81,22.188041
2.82,22.425768
2.83,22.665187
2.84,22.906304
2.85,23.149125
2.86,23.393656
2.87,23.639903
2.88,23.887872
2.89,24.137569
2.9,24.389
2.91,24.642171
2.92,24.897088
2.93,25.153757
2.94,25.412184
2.95,25.672375
2.96,25.934336
2.97,26.198073
2.98,26.463592
2.99,26.730899
3,27
